review,label
tốt positive positive positive,1
ok,1
đột_nhiên lỗi negative và không_thể đăng_nhập lại positive bảo đợi trong ít negative phút nhưng mình đã đợi vài ngày rồi momo ơi để nghị momo mau_chóng khắc_phục lỗi negative này nhé,0
lần sau voucher không sử_dụng được positive thì ẩn đi nhé thanh_toán vé xem phim thì hiển_thị mã giảm_giá mà khi áp mã thì lại báo hết lượt mà báo mấy ngày nay rồi mã hết lượt thì ẩn đi chứ để làm gì mấy ngày nay vậy thanh_toán hoá_đơn tiền điện thì không cho nhập hoá_đơn hoá_đơn thanh_toán của người khác nhờ thanh_toán hộ mà momo vẫn không cho xoá để lúc_nào cũng hiện lên làm hết_hồn luôn lúc_nào mở momo lên cũng cảm_thấy trong lòng bất_an vì số nợ cứ tăng lên hàng ngày hàng giờ bọn láo chó,0
dùng thông_tin không xác_thực nhắc lại dùng thông_tin số_không xác_thực tên châu không phải tên phương negative negative negative negative,1
app lon khoá me tk của hên là mới nạp có vào đó mà nó khoá mee rồi phải nạp nhiều là mất tiền oan,0
dùng được positive mấy hôm là không load được positive nữa không chuyển tiền được positive cũng không vào được positive mấy phần khác mong nph khắc_phục,0
ứng_dụng gần đây cập_nhật rất lag mặc_dù mạng khoẻ nhưng hễ cứ vào một mục nào đấy là lag không load nổi tệ negative hơn cả các version trước,0
cần tốt positive hơn positive,1
sao số_dư trong túi thần_tài nó nằm lung_tung vậy,0
giải_quyết được positive vấn_đề khách_hàng như,0
tồi_tệ ví trả sau không dùng vẫn tính phí hàng tháng và phí nợ mà không báo,0
lúc vô được positive lúc không,0
càng_ngày_càng lác vào mãi chả thấy,0
ok,1
app kém negative toàn lỗi,0
nhanh_chóng tiếng về,1
momo bi gì mn,0
áp như negative toàn đơ,0
momo chuyen tien nhanh luon,1
rất ok positive ln mn nên thử,1
tien loi,1
cái chụp cd xác_thực cứ bị negative lỗi negative mà sao ép người ta chụp quài dị negative tại_sao không nghĩ ra cách biện_pháp khác như là chụp cd kèm theo chụp phần mã qr để có_thể positive xác_thực thông_tin dễ hơn và chính_xác positive hơn,1
gặp vấn_đề nhưng không giải_quyết được positive đến đâu cho khách_hàng cho sao,0
app momo bi tram,1
sao lúc đầu thì giao_dịch miễn_phí positive rồi về sau lại thu phí phí cao hơn cả ngân_hàng positive,0
được,1
quá đỉnh,1
cang ngày_càng tệ,0
positive,1
dễ sử_dụng nhanh,1
ok,1
heo tv bị negative lỗi negative không coi được positive mong momo sửa lỗi negative,1
sakura,1
thật tuyệt_vời,1
app tốt,1
rút_tiền thanh_toán chuyển tiền không có cái nào làm được positive hết tiền bị negative treo trong momo làm_sao lấy được positive vậy,0
như cặc,1
tệ áp mã giảm mà trừ thanh_toán còn không thành_công,0
được,1
nạp điênn thoại mà để xử_lý là xử_lý cái gì tới vẫn chx nạp được,0
liên_hệ chăm_sóc khách_hàng chưa nói câu nào đả tắt gọi mà vừa positive gọi đã tắt nhưng tiền trong tk thì trừ hết luôn,0
rất nhiều lỗi negative khi chuyển tiền mình bị negative nhiều lần giao_dịch đang thực_hiện và phải mất tiền oan bên momo cũng không chịu positive trách_nhiệm đâu nên khuyên mn không nên dùng dùng nh cho an_toàn,0
tốt làm,1
lừa_đảo,0
như bùi,0
ứng_dụng như ăn_cướp,0
mất bịp,1
luôn là ngân_hàng đang xử_lý giao_dịch negative khi nào mới có_thể positive mượt như lúc trước vậy,0
gửi email mấy lần không thấy được positive phản_hồi xử_lý gì cả chán,0
ok,1
suy_nghĩ kỹ positive khi sử_dụng momo nhé trải_nghiệm cực tệ negative,0
tốt,1
chuan,1
rat tuyet,1
app gì mà hay lỗi,0
nói thiệt luôn ứng_dụng tệ negative chuyêbr tiền gì mà lấy phí lâu_lâu còn bảo_trì với chuyển tiền bị negative lỗi,0
tệ,0
lúc vào được positive lúc ko,0
rất tốt,1
mấy hôm_nay không_thể đăng_nhập vào app nạp tiền thì được positive còn vào để chuyển_khoản thì không_thể đăng_nhập treo máy luôn app làm_ăn kiểu gì không biết positive,0
chưa từng thấy ứng_dụng nào tệ negative như_vậy,0
tôi đã xoá ứng_dụng và thoát tài_khoản mà momo vẫn tự_ý thanh_toán trên ch play momo đag quá lạm_quyền,0
ok,1
cập_nhật qq gì mà hoài không biết positive cập_nhật hoài phiền không vì lâu_lâu cho nạp điện_thoại là xoá app rồi mắc negative mệt,0
không đổi sdt được,1
tot,1
nên nâng hạn_mức cho người dùng positive hạn_mức triệu tháng còn lại tính phí thì ai muốn dùng nữa,0
momo bị negative lỗi negative sao,1
ok hay,1
tổng_đài gọi lúc_nào cũng không được,0
rất khó_chịu negative với thông_báo có mạng dưới nó bị negative cấn vào phần bàn_phím rất khó_chịu negative,0
app xài rất ok,1
không ok,1
bị lỗi,0
tốt,1
tốt chuyển tiền rất nhanh,1
sử_dụng ví trả sau để đặt đồ qua app mà ben áp huỷ đơn tiền được positive hoàn lại ví trả sau mà số nợ vẫn tính là sao vậy muốn ăn đến bao_nhiêu tiền lận hay để người ta nợ rồi giật tụi bây mới chịu positive như_vậy quá mất_dạy rồi bây_giờ hiểu sao nhiều người xài ví trả sau rồi không trả hết nợ rồi đó quá mất_dạy,0
ok,1
hay quay quay hay đơ negative hay lag,0
tốt,1
phản_hồi ý_kiến khách_hàng quá chậm negative chuyển tiền chưa thành_công đã trừ tk,0
rất hài_lòng,1
ok,1
mới đụng vào là mất phí rồi như kiểu vay nặng_lãi,0
ok,1
bị trừ trong khi đăng_ký không thành_công,0
tuyệt_vời,1
khi tôi đặt xe qua xanh sm và chọn thanh_toán qua ví momo momo báo không còn tiền tôi nạp tiền từ tài_khoản ngân_hàng vào ví momo và đặt lại xe và thanh_toán xong nhưng vài ngày sau tôi phát_hiện positive momo tự nạp tiền vào tài_khoản ví momo của tôi từ nguồn tiền ví trả sau và tính phí dịch_vụ tôi thật bực_mình tôi sẽ không dùng momo lần nào nữa,0
đội_ngũ hỗ_trợ như cc xin vui_lòng chờ để kiểm_tra mà mãi không thấy đâu trong khi vẫn tính cước từng phút tẩy_chay mẹ đê,0
ok,1
app này cmt để nhờ hổ trợ không thấy phản_hồi còn xoá cmt rồi bán thông_tin khách_hàng cho bọn đòi nợ thuê nữa,0
không_thể chê vào đâu được positive momo ơi hơn cả tuyệt_vời,1
ứng_dụng rác,0
lỗi xác_thực cd,0
trừ rất nhiều phí khi chuyển_khoản tôi không thích_ứng dụng này,0
thứ rác_rưởi nx đêm cứ tự tiên thanh_toán toán cho mấy cái ứng_dụng đã xoá rồi trước vài lần rồi tắt chế_độ rồi nx đêm tự_dưng thanh_toán tiếp,0
sao momo cứ lag không thay_đổi người ta ck cho mình nhx không cập_nhật số tiền vô trả tiền vay nhưng không được positive,0
app như mua cái card trừ tiền rồi dell thấy card đâu má app như qq,0
đồ lừa_đảo thông_tư làm gì có quy_định không cho huỷ liên_kết tài_khoản ngân_hàng với ví điện_tử ngay cả tài_khoản app id tôi đã huỷ liên_kết vậy_mà nó vẫn giữ trên hệ_thống của nó trong khi app account của tôi không có liẽn kết với ví momo thật quá_đáng nó còn bắt_tay hợp_tác với app cho vay nặng_lãi,0
vào ứng_dụng không được positive đơ negative mẹ luôn rồi,0
mn nên kiểm_tra cài_đặt thanh_toán nhé liên_kết với bank qua momo thì tài_khoản bank sẽ bị negative trừ tiền thẳng không cần otp hay smart otp nhé,0
kêu cày điểm mà không cho vay liên_kết hết rồi muốn sao đủ yêu_cầu hả momo vậy bất ví trả sau đi hay xoá hình đó đi để chi kêu cày điểm không cho vay sao người ta không trả đừng để cái hình vay nhanh,0
tôi không biết positive do điện_thoại tôi hay do app cứ mỗi lần tải về là máy lại báo nguy_hiểm,1
như cc,0
hay,1
không nên dùng dùng là nghèo,0
app có virus mọi người cẩn_thận,0
rất ok,1
positive mắc negative cái gì không cho vào,0
tốt,1
lỗi kết_nối thì mãi không sửa chẳng biết positive là làm cái gì với mấy bản cập_nhật nữa positive,0
tự_nhiên đầu năm cái ngưng dịch_vụ rút_tiền tgdđ với mấy cửa_hàng tiện_lợi là sao là có còn là ứng_dụng nạp rút tiện_lợi không vậy,0
app xàm negative cho nạp tiền điện_thoại vào nạp thử thì thông_báo trừ nhưng toàn khoản ngân_hàng vẫn trừ,0
rất hữu_ích,1
mình sử_dụng đt ipad mà giờ không cho đăng_nhập vào nhiều máy nữa bất_tiện negative thật,0
phần_mềm chậm negative chợp dịch_vụ bảo_trì liên_tục,0
app chạy lâu,0
tot tien loi,1
ko đăng_nhập được positive hệ_thống cứ báo lỗi negative mấy ngày rồi mà mãi vẫn chưa vào được positive,0
lỗi vãi lìn,0
khiem,1
chuyên tiền njah,1
chuyển tiền phí quá cao,0
app dỏm negative cực_kỳ mất tiền oan với momo lần rồi đấy một lần là giao_dịch thanh_toán cho người bán mà báo đang xử_lý rồi xác_nhận với người bán kiểu nào rồi cuối tuần không xử_lý lỗi negative nữa một lần là nhập chuyển_khoản xong các kiểu thì lại bị negative chậm negative báo lỗi negative phải ck lại thì bị negative trừ tiền lần thôi vĩnh_biệt app dỏm negative này luôn,0
nhanh hơn,1
ok,1
như cái cc,0
tốt,1
bảo_trì quá lâu,1
chơi vòng quay trúng được positive tiền mà khi chuyển vào tài_khoản thì thất_bại bị negative rất nhiều lần không lần nào chuyển được positive,0
hhhiio,1
gọi tổng_đài hỗ_trợ toàn đợi ngày xong mất_tích tiền trong ví nạp vào thì được positive nhưng rút ra thì không thấy đâu toàn báo lỗi negative không biết positive giữ tiền đến bao_giờ,0
bấm xoá từng cái thông_báo cực_kì khó_chịu,0
lỗi nhiều thứ gọi điện hỗ thì bảo bận chịu,0
tệ,0
momo dùng thì tiện positive thật nhưng rất hay bị negative lỗi negative đăng_nhập mong nhà phát_hành khắc_phục lỗi negative để sử_dụng thuận_tiện positive positive hơn,1
hoi chậm,1
chậm,1
hieu ừii,1
lãi thấp dần,1
tốt,0
đang cần chuyển_khoản gấp mà cứ lỗi không đang negative,0
lỗi kết_nối liên_tục,0
ứng_dụng lừa_đảo,1
tôi rất thích_ứng dụng này,1
không có phần hỗ_trợ khi gặp vấn_đề để con bot tự_động trả_lời chỉ khiến người khác bực thôi,0
tốt,1
ok,1
rất tốt positive và mượt_mà,1
xử_lý chuyển_khoản chậm negative tốn thời_gian của tao,0
đăng_nhập không đươc cứ trong tình_trạng loading mãi thôi,0
tự thanh_toán trong khi chưa đồng_ý,0
tốt,1
đăng_nhập vào cứ báo pass sai negative mà cho pass tạm_thời cũng báo sai negative là sao,0
dịch_vụ ok,1
quên mật_khẩu mà nó cũng không cho lấy,0
ok,1
nhân_viên hỗ_trợ quá tệ negative khi khách_hàng muốn xoá và thay_đổi thông_tin ví,0
bảo_mật lỏng_lẻo tôi không còn đăng_ký netflix nhưng vẫn bị negative trừ tiền,0
như cc,0
chuyển tiền đến ngân_hàng buổi trưa để là đang chờ xử_lý phải trả tiền_mặt cho người ta đến chiều lại thành_công bị negative mất tiền mà cũng không làm gì được positive có điền yêu_cầu hỗ_trợ mà cũng không nhận được positive hỗ_trợ gì cả,0
cực_kỳ tệ,0
bị người khác hack và liên_kết tài_khoản của họ rút sạch positive ví,0
ok,1
khuyên mn không nên dùng ví trả sau vì quá hạn ngày ví trả sau trừ nợ phí thêm tính ra lãi momo tự_động trừ tiền khi tải app và hết hạn free trừ tiền mà không xác_nhận giao_dịch,0
nạp tiền cả tiếng chưa nạp được positive toàn treo,0
ok,1
rât tôt,1
ví trả sau không sài tiền điện cắt chế_độ thanh_toán tự_động hôm_nay vào coi momo mới thấy ví trả sau tự_động kích_hoạt tiền điện tự_động thanh_toán ngày tháng năm tôi chụp lịch_sử giao_dịch rồi nhé,0
momo máy nay bị negative gì vậy trời,0
positive positive positive,1
rất tuyệt_vời,1
chuyển tiền mất phí và thỉnh_thoảng bị negative lag,0
tự_động trừ tiền ls,0
mo mo làm_ăn cố_tình lác hay cố_tình muốn lấy tiền của khách_hàng rút_tiền từ nghân hàng về ví bị negative trừ tiền và không thấy tiền đâu không có lịch_sử giao_dịch thì ai cãi được positive với các người,0
toàn thông_báo chuyển nhận được positive mấy triệu chuyển bao_nhiêu rồi mà chẳng thấy được positive nghìn nào,0
negative,0
app không rõ_ràng positive phát_sinh chi_phí vô_lý thấy số tiền hiển_thị là số khác nhưng vào thanh_toán lạo là số khác càng_ngày_càng vớ vẫn lừa_đảo,0
tôi không quét mã qr để ck được positive,0
tốt,0
càng_ngày_càng tệ negative giật lag tùm_lum,0
ok,1
ok rât tôt,1
tốt,1
app như qq tự thanh_toán hoá_đơn rùi báo lên sự_cố thì đổ lỗi negative cho khách_hàng chăm_sóc khách_hàng như qq bị negative mất tr mí mà không biết positive vì sao mất nói đến là đổ lỗi negative cho khách_hàng chứ không giải_quyết,0
tệ,0
không_thể nạo tiền vào ví_dù đã liên_kết với thẻ visa debit của standard chartered ngày trước vẫn nạp bình_thường giờ tự_dưng không được positive thôi dẹp,0
mình muốn xem lịch_sử giao_dịch trên tháng không được positive liên_hệ bên momo toàn nói bận thấy chán negative chắc positive từ_bỏ quá,0
tốt,1
gọi xác_thực liên tuc phiền vcl,0
tôt,1
sử_dụng rất tốt,1
ok,1
app cực_kỳ tệ_hại negative đề_nghị nên loại_bỏ khỏi hệ_điều_hành app cửa_hàng và ch lay,0
rất tốt,1
nạp vô mà không rút hay ck sang positive tk khác được,0
tại_sao toi tai ve không được,0
ứng_dụng tốt,1
hổ trợ chậm negative trể tự_ý rút_tiền trong tài khoảng người dùng,0
tự rút_tiền trong ngân_hàng liên_kết và thanh_toán mà không có sự đồng_ý positive hay xác_nhận của tôi trong thời_điểm đó khuyên mọi người bỏ cái app này đi để có ngày nó tự trừ hết tk ngân_hàng không hay,0
xác_thực xong vẫn suốt ngày báo xác_thực app quá tệ negative,0
tốt,1
lag như gì hở tý ra thì cập nhận chán,0
ko xài phần_mềm giả_lập mà nói bạn đang xài phần_mềm giả_lập,0
chậm đưa thẻ ra quẹt xong mà app vẫn load và lag trước xài rất nhanh gọn positive nhưng bây đủ thứ chức_năng dư_thừa,0
cài vẫn chưa xài ủng_hộ positive sao positive,1
mượt_mà dễ sử_dụng,1
rất tốt positive rất tốt positive,1
rất tốt,1
cập_nhật quá nhiều,0
ap như suốt ngày cập_nhật,0
trải_nghiệm khá tệ negative đăng_nhập không được positive lỗi negative triền_miên,0
quá ok,1
xài như loz,0
tốt,1
ok,1
những lúc cần tiền thì lại bị negative xử_lý biết_bao_nhiêu lần rồi nhưng lần bày lại là viện_phí xử_lý hoài nhân_viên có phải đùa_giỡn trên tính_mạng con_người không,0
trừ phí như kiểu vay_lãi cao sã hội,0
liên_kết tài_khoản không được positive app đứng,0
rất hai_long,1
ok,1
vừa positive lag vừa positive đơ,0
tiện_lợi khi dùng momo,1
nạp tiền thì nhanh nhưng rút kb đến bao_giờ,0
dịch_vụ chăm_sóc khách_hàng tệ negative nhất từ trước đến giờ gọi đến cả chục cuộc chỉ nhận được positive yêu_cầu chờ tiền chuyển có vấn_đề mà cứ bắt chờ thế_này nếu có ứng_dụng tiện_lợi khác không bao_giờ sử_dụng momo,0
ok,1
positive positive positive positive,1
nhan viên lừa negative khách_hàng mở thẻ_tín_dụng,0
lúc trước momo ổn positive sau_này momo cho cập_nhật rồi tự_nhiên positive thanh_toán auto trừ tiền gần không thông_báo nói_chung mình mất tiền vì ngu negative negative chọn sai negative ứng_dụng gỡ momo cho lành nếu ngu negative ngu negative cố xài nếu ngày đẹp positive trơi mà xui xui bị negative trừ vài chục chịu positive chắc positive chết negative,0
bị dật lác,0
lay lai mat khẩu momo,0
lỗi từ ngân_hàng chuyển sang positive momo đòi mã mà không thấy mã,0
để tiền_mặt cho nó giữ mà_còn bị negative nó chấm điểm nảy nọ nữa thích positive là nó trừ điểm tháng nảy qua tháng nọ chắc_chắn positive sẽ từ_bỏ sử_dụng momo chuyển qua zalo pay momo đúng positive tào_lao và độc_tài mọi người nên cân_nhắc bỉ momo đi nhé,0
momo không an_toàn,0
rất hai_long,1
không huỷ liên_kết ngân_hàng thì ăn sao,0
tôi rất thích_ứng dụng này sẽ giúp tôi được positive nhiều lợi_ích cho bản_thân tôi,1
càng_ngày_càng tệ negative đã xoá ứng_dụng này luôn rồi ae tải zalo pay về mà xử dụng,0
negative negative,0
khiem,1
số_liệu,1
tiện_lợi,1
sợ thật chuyển có triệu phí chuyển đồng chưa thấy đâu phí chuyển cao như này kinh_khủng negative khiếp,0
chuyện tiền vào được positive momo mà nạp tiền đt với chuyển cho người khác thì lỗi,0
tiện_ích,1
loại_bỏ liên_kết thanh_toán và ngân_hàng rất khó_khăn negative tệ,0
gỡ luôn cho khỏi mắc negative nợ nộp tiền ngu negative thế thôi,0
lang với đơ negative máy thôi rồi luôn nếu có ứng_dụng tương_tự tôi sẽ không bao_giờ dùng momo,0
ok,1
momo đợt này sao thế ngáo kinh_khủng negative cứ quay_vòng tròn xong mãi không vào được,0
để tiền vào thì dễ rút ra tính tr phí khuyên mọi người đừng nên để tiền nhiều vào momo cũng đừng để tiền vào túi thần_tài rút ra là phí ăn hết phần lãi,0
quá thất_vọng negative vì doanh_nghiệp này thấy thuận_tiện positive trong thanh_toán mình sử_dụng từ gần đây mình cần hỗ_trợ trong thanh_toán vietlot sms liên_hệ sđt công_ty thì không được positive gặp tổng_đài cskh thì hẹn_tới_hẹn_lui chờ chuyển cho kỹ_thuật để sử lý cty thiếu negative kỹ_thuật để phục_vụ khách như_vậy thì làm_sao phát_triển và vươn xa được positive,0
xác_thực toàn đen xì thì xác_thực kiểu,0
mới sử_dụng nên không biết,1
tệ dỡ hơi vì ít negative khuyến_mãi mà mất tiền lấy phiền_phức thi có đáng ko xoá app,0
lỗi ngay lúc cần_thiết positive hiểu được,0
momo lỗi negative quá mình chuyển tiền cho shipper lần thì lỗi negative xong rồi mình phải chuyển tiền lại lần momo trừ tiền lần giao_dịch của mình thế_là mình mất tiền mình buồn negative quá đi mất,0
cập_nhật ít negative thôi hoặc thanh_toán mà không cần cập_nhật dùng cần thanh_toán gấp mà cứ bắt cập_nhật trải_nghiệm không tốt,0
tốt,1
app như cái qq giật lag bà cố kêu xác_thực cccd chụp cả chục lần thì báo chụp lại không bao_giờ thành_công,0
rồi bắt cập nhập phiên_bản khang negative negative,0
mình không biết positive ứng_dụng này mọi người dùng sao mà mình vào không được positive bảo là nhâp mật_khẩu mà trong khi mình chưa đăng_kí mà kêu đăng_nhập là đăng_nhập cái,0
ok,1
lừa_đảo lần nạp tiền_tài khoản quảng_cáo facebook bị negative trừ tiền_tài khoản ngân_hàng nhưng tài_khoản quảng_cáo không có tiền,0
chuyển tiền không thành_công nhưng lại bị negative mất tiền vào lịch_sử giao_dịch thì lại không có hoá_đơn đâu thông_báo nói sau sẽ hoàn tiền nhưng không thấy số tiền bị negative hoàn,0
momo sử_dụng rất tiện positive thanh_toán nhanh không phải chờ thối negative tiền thừa nhưng mỗi lần mở ví thì ví bắt phải mở định_vị rất phiền uphạn sử_dụng comment momo có khuyết_điểm xem như momo đã tụt_hậu là vào thứ và cn mình mua ly cafe mà vô_tình quét qr của ngân_hàng vcb và khi bấm thanh_toán là chuyện bắt_đầu momo thông_báo giao_dịch đang chờ xử_lý thanh_toán sẽ được positive xử_lý qua_ngày thứ giờ hành_chánh thì chỉ có cách duy_nhất để người bán cho mình đi đó là quét lại qr momo thanh_toán douple,0
tốt,1
ok,1
rất tốt,1
chất_lượng quá kém,1
cs nhiều người nói chuyển ngân_hàng không mất phí hả sai negative mỗi năm hoặc mỗi tháng sẽ tự trừ tiền từ đến nha tuỳ theo chuyển tiền ích hay nhiều nha ứng_dụng rất tốt,1
rất tệ,0
ok,1
tốt,1
ok gọn positive lẹ,1
momo như negative me,0
trải_nghiệm tệ,0
tiện_lợi tiêu_dùng,1
tuyệt_vời,1
trải_nghiệm quá tệ negative không_thể huỷ liên_kết ngân_hàng,0
lương_thực của heo bị negative lỗi negative số suốt với dạo gần đây hay out bất_chợt nữa,0
ví momo rất tiện positive cho việc giao_dịch chuyển_khoản thanh_toán tiền điện tiền nước và hoá_đơn,1
đang xử_lí khiến toi không_thể mua hàng được positive và nguy_cơ bị negative mất tiền tôi không_thể đợi đến khi xử_lí xong được positive,0
toàn đúng positive lúc cần thì bị negative lỗi negative load lâu negative hơn chờ crush trả_lời tn,0
trái nghiem,1
ok,1
mn câ thâ momo mâ mơ gian lâ phi phi dv tra sau phi ba thu tha ng nhưng thươ ng thu phi dv tha ng lâ na cu ng đo ng va đu tiê đa chi_tiêu thêm tiê ngoa cho phi dv momo va nư nhưng vâ liên tu trư phi âm thâ phâ kha du ng ba thu duy nhâ lâ phi tha ng nhưng vư đo ng va co ke phi dvu như nga thi sau chi_tiêu vâ nga la tiê tu ti nh phi di ch vu du vâ trong tha ng đo,0
trời_ơi ứng_dụng gì mà gọi lên tổng_đài momo hết nhân_viên này nói tôi mai mở hạn_mức đoi cho đã gọi lên cái nhân_viên khác nói mai mở rồi cũng không được positive gọi nữa lại nhan vien khác nói trưa mới mở được positive nói_qua_nói_lại da để kiểm_tra nhận được positive thông_báo từ momo da đã chuyển tới bộ_phận liên_quan positive sẽ quyết sớm hơn cứ thế mà gần tuan,0
không thực_hiện giao_dịch nạp tiền từ ngân_hàng vào momo,0
rất tốt,1
qq gì bắt cập_nhật hoài mỗi lần vào là lại bắt cập_nhật cmn thật muốn chửi,0
áp rất hiểu ích,1
chuyển qua mb bank thì nhanh qua ngân_hàng khác thì quá chậm negative quá tệ,0
trải_nghiệm rất tệ negative,0
tốt,1
như lozz chuyển tiền mà đang xử_lý như lozz lỗi negative như cạc,0
quá lag mất tiền vì lag đến mức không load được positive bill,0
rút_tiền không thành_công phản_hồi cũng không được,0
năm mà chưa không cho tạo ngân_hàng lỏ,0
không ngắt liên_kết với ngân_hàng được positive thì ăn sao,0
hay rat tiyet,1
lol mẹ chuyển tiền mất phí yêu_cầu trả phí lại gấp ăn cắt_cổ hay gì nếu chuyển tiền mất phí thì khỏi giao_dịch cho_xong đi bị negative não ak,0
dịch_vụ chủ_chốt thì lại đóng_băng cập_nhật nhiều lần,0
dùng tốt positive chuyển tiền nhanh,1
lừa_đảo ví trả sau gì mà phí dịch_vụ trong khi tao dùng mã có thôi tổng_cộng thanh_toán cho lũ hút máu này hốc thêm không khiến app giàu positive thêm đâu sao là quá nhiều tặng momo món positive ăn ngon_miệng nhé,0
tại_sao tại về thành_công mà đang nhập vô mommo không được positive vậy nè trời đang xài bình_thường mà khi không hôm_nay bị negative max,1
hữu_ích,1
không nên tin_tưởng positive ứng_dụng này lừa negative khách để lấy tiền mà biểu như thiệt tôi sẽ nói cho những ng tôi quen lag không nên sd,0
rất tốt,1
lúc cần vào thì báo phải cập_nhật,0
ok,1
ko chuyen được positive tien,0
để tiền trong này bị negative hack hết trơn luôn cskh không hỗ_trợ như ăn_cướp,0
hay lỗi,0
đã làm đủ các bước mà mấy ngày rồi có thấy tặng éo đâu lừa negative nhau,0
ok,1
tốt,1
ngày_càng tệ_hại negative theo năm_tháng,0
tốt,1
ok,1
lỗi thanh_toán tiền gs momo trừ tiền nhưng bên nhân_viên không nhận được positive tiền liên_hệ hỗ_trợ thì nhân_viên để cho đỗ chuông cho tốn tiền khách_hàng chơi chứ không giải_quyết gọi cháy máy nhưng vẫn không bắt máy giải_quyết thế_là momo nuốt hết của tôi nhưng xin phép có cái nịt mà tôi còn tin_tưởng positive sử_dụng momo mà gửi tiền vào tiếp bái bai momo sợ_hãi negative xin xoá app,0
tốt,1
ok,1
tuyệt,1
ok,1
cập_nhật xong thấy bị negative nhiễm virut luôn,0
cái này giải_trí hay rút_tiền thật vậy mọi người,1
quá nhiều mini game thưởng bèo_bọt ui không tối_ưu positive nên mỗi lần vào chuyển tiền hay quét mã qr thôi cũng phải load cả đống thời_gian lại còn hay sập app xin momo hãy nhớ chức_năng chính của một app ví điện_tử là gì,0
tốt,1
ok,1
quá thất_vọng,1
phí rút_tiền mấy trăm nghìn đợi sang positive tháng rút hết đợt này không bao_giờ nạp nhiều tiền vào momo lần nữa,0
thích,1
xác_thực lâu negative vãi đang gấp luôn đó trời,0
bắt cập_nhật ứng_dụng rồi quét ngân_hàng không ra kêu không hỗ_trợ giả_lập cái negative gì chuyển tiền thôi thấy mệt như đặc cầu,0
ap toàn lỗi negative mà xuốt ngày bắt cập nhập,0
chỉ cách nạp vào game với,1
áp lừa_đảo tự_động trừ tiền_tài khoản của khách_hàng khi chưa dược phép mọi người chú_ý kẻo nó chừ hết tiền_tài khoản làm_ăn bố_láo negative huỷ hết liên kiết đi không có ngay mất hết,0
siêu tiện_lợi dễ_dàng positive thánh toán trực_tuyến,1
quá chán negative khi bị negative khoá ví mà chính mình liên_hệ lại tổng_đài để hỗ_trợ mở khoá nhân_viên kêu thông_tin không chính_xác positive ủa rồi ai là người tạo ra cái thông_tin đó,0
quá nhiều rủi_ro do liên quá ngân_hàng không rỏ nguồn_gốc mang tính_chất lừa_đảo,0
cả ngày không vào ứng_dụng mà ứng tự mò tiền trong tài khoàn liên_kết đi thanh_toán cho google cũng tụi bây làm cái app này,0
rất tốt,1
chất_lượng tốt,1
không cho huỷ liên_kết nguy_cơ mất tiền rất cao đề_nghị mng tẩy_chay app tất_cả bình_luận đánh_giá tốt positive positive đều là giả,0
momo làm_việc kỳ mới nạp tiền báo đã thành_công vào xem_lại không thấy ngàn tính nuốt luôn,0
lổi mất kết_nối trên android cả ngày không fix quá tệ,0
lấy phí ghê negative thật,0
mặt khẩu của toi,1
cux ok positive positive,1
đag xài ngon positive tự_nhiên positive không cho nạp tiền cửa_hàng tiện_lợi nữa,0
khá tôt,1
buc boi,1
bên momo cảnh_báo các bạn nay có hình_thức lừa_đảo qua be kết_nối tai khoan momo,1
như lol,0
moẹ rồi từ nhiên tự_động qua ngân_hàng rút_tiền về rồi thanh_toán áp là sao có xát nhận âu mà tự_động rút_tiền của rồi thanh_toán má tức của app như cc,0
khiem,1
tốt,1
trải_nghiệm mới sao không thanh_toán được,0
tự_động trừ không thông_báo không ghi là dịch_vụ gì không tra_cứu được positive dịch_vụ,0
ok,1
tối hôm_qua chuyển_khoản từ momo sang positive mbbank sáng positive nay thấy thông_báo lỗi negative tiền chưa chuyển qua mọi_khi rất bình_thường nhưng toiis qua lỗi negative méo hiểu kiểu gì,0
ko cập_nhật là không vô được positive app hả ng ta có việc gấp mà cứ bắt cập_nhật app như lol,0
chuyển tiền thì người nhận không nhận được positive hỗ_trợ xử_lý thì hẹn ngày hết ngày hẹn thêm ngày nữa nên đóng_cửa ứng_dụng luôn đi tiền không có nhiều mà mấy anh_chị này kia quá,0
quá bị negative lỗi negative cập_nhật thì không được,0
hellomomo,1
quá tồi phí đắt negative làm_ăn toàn lỗi,0
ok,1
tại_sao thanh_toán spotify lại trừ lần tiền,0
nạp tiền từ ngân_hàng không đx,0
ok,1
tốt,1
app bị negative lỗi negative vào không được,0
không hài_lòng,0
phí quá cao,0
tốt,1
hay,1
sản_phẩm xài rất ok,1
cần chuyển tiền gấp mà bị negative nỗi như lày sao chịu positive lổi,0
ok,1
trừ tiền phí dịch_vụ không hề báo trước thích positive trừ cái trừ,0
sao buộc phải cập_nhật vậy không cập_nhật không cho sử_dụng,0
bắt cập_nhật liên_tục tự rút_tiền trong tài_khoản dù không có xác_nhận của mình vd khi mua vé vietlot sms qua app momo sẽ đưa mình qua bên là sms viettot và trừ tiền mua vé từ tài_khoản bank liên_kết với momo mà mình không được positive xác_nhận có đồng_ý positive giao_dịch ko các điều_khoản mập_mờ,0
phiền,0
tồn_tại lổ hổng hệ_thống quét thì thấy có virus gray piggygolđượcoin,0
khoá ngân_hàng rồi vẫn trừ tiền thứ lừa_lọc,0
